,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era,spotify_explicit,spotify_track_number,spotify_release_date,spotify_disc_number,spotify_album_total_tracks,spotify_album_type,spotify_album_uri,spotify_artist_count,spotify_track_type,spotify_num_markets
85,Everybodies Girl,Dwarves,spotify:track:0luiEdjsPs2uXKEEXRmZlc,0.381,0.968,4,-5.287,1,0.0992,0.00532,0.0,0.607,0.433,143.099,162333,4,41.28468,9,0,90,False,2,1998,disc_number,25,compilation,spotify:album:38fG3ygMcapIli5SWJI930,1,track,178
86,Screaming for Vengeance,Judas Priest,spotify:track:1xrZtQGgKrnrbYFWJ1YLmJ,0.391,0.979,9,-5.537,1,0.0936,0.00922,3.43e-06,0.533,0.184,112.928,283907,4,24.75128,13,0,90,False,1,1993-04-28,disc_number,32,compilation,spotify:album:1ehArDgj0SoN588ZotEvKn,1,track,178
87,Who Is It,Michael Jackson,spotify:track:4HWcWgleTuUAWnVPNwW4CM,0.862,0.595,5,-4.655,1,0.121,0.0152,0.000343,0.104,0.502,103.168,393307,4,40.91468,13,1,90,False,9,1991-11-13,disc_number,14,album,spotify:album:0oX4SealMgNXrvRDhqqOKg,1,track,178
88,Bad Girl,Madonna,spotify:track:2tySjBBWqam7oaBUZ26oNL,0.645,0.484,11,-11.233,0,0.0396,0.0211,3.88e-06,0.0495,0.52,146.897,323333,4,44.29664,12,1,90,False,6,1992-10-20,disc_number,14,album,spotify:album:1a2NoE9makqEWb1uUogxFQ,1,track,121
89,Destiny,Myron,spotify:track:20I5QpXHxNEUVS9owFhcXE,0.614,0.419,1,-10.433,1,0.308,0.0226,0.0,0.0835,0.523,116.056,216493,4,41.32123,9,1,90,False,13,1998-01-01,disc_number,13,album,spotify:album:5WeovuIxX0CQZRjisYGzvS,1,track,178
90,That's Not Her Style,Billy Joel,spotify:track:7EXagPENSPw79YAz500A6A,0.65,0.899,2,-4.694,1,0.0331,0.0412,0.0,0.263,0.814,118.245,308000,4,18.28167,16,1,90,False,1,1989-10-17,disc_number,10,album,spotify:album:1Vw2uoVkLAJFVViJ1QyK1D,1,track,178
91,Our Delight,Jan Lundgren Trio,spotify:track:6VIs7tIJ6XkFvQMAnbo7Nw,0.464,0.443,10,-14.391,0,0.0361,0.743,0.0773,0.713,0.641,112.944,239707,4,117.39012,5,0,90,False,2,1996,disc_number,21,album,spotify:album:2zIOfzQa8kMcN1x1EHUB4L,1,track,174
92,December,Collective Soul,spotify:track:3yi27cGUFPTQUdWZV9nV67,0.684,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,285000,4,47.447,12,1,90,False,5,1995-03-14,disc_number,12,album,spotify:album:08mlRJfOvmReyulRoBkbyQ,1,track,0
93,Little Bird,Annie Lennox,spotify:track:1KX8GhTteEUlkbfzaRzbsx,0.767,0.521,9,-9.145,1,0.0351,0.247,0.00124,0.303,0.672,124.995,292426,4,30.15971,10,1,90,False,7,1992-04-02,disc_number,11,album,spotify:album:33ImEB9taJ3Tie4APfTL7B,1,track,178
94,When You Don't See Me (Remastered),Sisters of Mercy,spotify:track:7nu1rAUwlMIeOlaPbrK9Du,0.666,0.803,9,-10.91,0,0.0299,0.00837,0.187,0.304,0.862,121.258,294320,4,49.7856,9,0,90,False,5,1990,disc_number,13,album,spotify:album:26S9Z9jHkJBIRmm0M4f2MK,1,track,1
95,"She Was Tall, She Was High",The Pretty Things,spotify:track:1ZBAsM0AIjBaCRwL1iOTIZ,0.444,0.479,7,-9.731,1,0.0341,0.0492,2.28e-05,0.236,0.303,140.192,95840,4,25.19804,7,0,90,False,3,1970-06,disc_number,19,album,spotify:album:1mz6AZJZanmgynkVQgflMK,1,track,177
96,"I Love Music (From ""Carlito's Way"")",Rozalla,spotify:track:7bf3WkBlgMvE2n0F96LQja,0.714,0.686,2,-8.428,0,0.0294,0.0376,0.0043,0.0853,0.842,125.982,290000,4,26.85643,13,1,90,False,1,1993-11-09,disc_number,13,album,spotify:album:31z6Bud2aFad5ejBVQBfNP,1,track,1
97,Bad Reputation,Freedy Johnston,spotify:track:5aNAOwr2QoRbvyRG7ZVrhf,0.608,0.677,4,-9.951,0,0.0246,0.0058,0.000537,0.266,0.787,114.046,248560,4,42.90858,11,1,90,False,1,1994-06-07,disc_number,12,album,spotify:album:1b4TJqwGV4YDEzLVsfOZzE,1,track,178
98,Few And Far Between,"10,000 Maniacs",spotify:track:5KqINh56tApMe4LDMfLwOp,0.614,0.928,6,-6.827,1,0.032,0.0081,0.00051,0.025,0.878,133.629,194373,4,29.19663,8,1,90,False,4,1992,disc_number,13,album,spotify:album:0jtmYtkmyrMDpo7M2FTzZ2,1,track,178
99,Gettin' Jiggy Wit It,Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,0.881,0.874,6,-4.505,1,0.139,0.0175,1.19e-06,0.154,0.858,107.891,227933,4,21.25823,10,1,90,False,3,1997-10-03,disc_number,16,album,spotify:album:2esWeP8Ln1sXA0jbDmi3Zq,1,track,176
100,VLetrmx,Autechre,spotify:track:7iupjrZvckPcvC4aeqeqcC,0.193,0.266,0,-15.888,1,0.0455,0.928,0.91,0.0913,0.0366,115.909,507373,4,40.79516,27,0,90,False,4,1995-02-27,disc_number,4,album,spotify:album:31nThm3LyQVvrndqxhvjWl,1,track,177
101,Like The Worms,Kickback,spotify:track:5ekymSTSfQtHOKicsJs4wu,0.446,0.896,2,-7.369,1,0.0572,2.46e-05,6.67e-06,0.224,0.263,88.403,236667,4,103.34354,7,0,90,False,5,1997,disc_number,12,album,spotify:album:2nHn8EuqkCpcOGKsC331ON,1,track,178
102,1-2-3,The Chimes,spotify:track:59SxsQ3e2bQ9U65GelEMqV,0.826,0.611,6,-12.571,1,0.0648,0.0336,0.0224,0.0498,0.919,109.801,203360,4,36.84838,9,1,90,False,4,1990-05-24,disc_number,12,album,spotify:album:6gioqV9XbR2S40vE4x4YrE,1,track,178
103,Waiting For That Day,George Michael,spotify:track:1y8pNONQUfiCDXWME7IQBa,0.612,0.777,0,-10.903,1,0.0403,0.217,0.000454,0.104,0.557,172.412,289997,4,34.60379,15,1,90,False,6,2017-10-20,disc_number,37,album,spotify:album:0ZeOyoJHPD6czbTPAT9Qaj,1,track,178
104,Bang Bang,David Sanborn,spotify:track:1TUtUzVjXu1zA4U9nNv3Pw,0.716,0.915,10,-8.153,1,0.0343,0.589,0.000871,0.351,0.96,127.074,277432,4,36.1592,8,1,90,False,7,1992,disc_number,9,album,spotify:album:2L0ZoA83qDzBJu0tYVP0rN,1,track,178
105,Guitar Solo (Trilogy Suite Opus 5 / Spasebo Blues),Yngwie Malmsteen,spotify:track:78CvSqeR1RS3jCPkSyaI6g,0.2,0.944,8,-11.924,1,0.173,0.0702,0.892,0.975,0.0747,119.548,620560,3,108.04803,22,0,90,False,10,1992,disc_number,14,compilation,spotify:album:4S2kyFPZheSFR1m1IJ0Hzc,1,track,161
106,Nicety,Michel'le,spotify:track:1vw9MuorZMUxhsQBGsgyo1,0.83,0.712,11,-7.447,1,0.0446,0.0105,0.24,0.049,0.814,103.141,211160,4,56.5586,9,1,90,False,2,1989,disc_number,11,album,spotify:album:2PngFAB0v6216314TZRcGb,1,track,178
107,Don't Ask Me to Explain,of Montreal,spotify:track:1ImiJ7LNgKiJKAhVMExQDm,0.456,0.752,6,-6.714,1,0.0302,0.672,0.0,0.329,0.689,143.877,166040,4,51.4643,7,0,90,False,5,1997,disc_number,14,album,spotify:album:5FWXNOt1Hyv9nja1qz8qv4,1,track,0
108,"Horn Concerto No. 1 in D Major, K. 412 (arr. C. Lindberg): II. Rondo: Allegro",Christian Lindberg,spotify:track:5eO7l76dcs1Xz5qulQzG1G,0.616,0.12,2,-21.464,1,0.0411,0.984,0.858,0.35,0.508,122.807,231200,3,28.2536,11,0,90,False,8,1999-09-01,disc_number,11,album,spotify:album:2vJRzX59Q5aj2O9Kbyw1q5,4,track,178
109,1st Of Tha Month,Bone Thugs-N-Harmony,spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680,4,46.15646,11,1,90,True,12,1995-07-25,disc_number,17,album,spotify:album:3r25XjxAmLMOhOWoV6X8N9,1,track,177
110,Are You That Somebody?,Aaliyah,spotify:track:3FY7setkwqNLtNyS4se0jd,0.848,0.663,9,-7.078,0,0.159,0.124,0.0293,0.0737,0.833,137.953,265667,4,57.2324,10,1,90,False,2,2019-07-08,disc_number,15,album,spotify:album:08udchsqtOyUPlJdDOSAPm,1,track,0
111,Angels From the Realms of Glory,Discovery Singers,spotify:track:5biFDVTSs0GCP67Dz44eep,0.513,0.258,9,-13.636,1,0.0392,0.976,0.0,0.173,0.495,75.045,136867,4,20.93505,3,0,90,False,5,1998-10-15,disc_number,10,album,spotify:album:3ebRAZ1SASAIZh7ngQxHj9,1,track,178
112,Trouble Man,Reuben Wilson,spotify:track:4czhquY9qnTihGvQfbY1j9,0.496,0.47,9,-10.193,0,0.0703,0.513,0.58,0.101,0.48,163.029,495093,3,51.02723,20,0,90,False,5,1998,disc_number,8,album,spotify:album:2bf4MaEpD9JNKHA2gKKC7n,1,track,174
113,At The Atlantis,Bad Brains,spotify:track:5jRP1M1h9cx4O1thbg2HmZ,0.339,0.927,3,-8.474,1,0.093,4.87e-06,0.813,0.353,0.711,135.266,118000,4,49.01178,6,0,90,False,2,1996-01-01,disc_number,16,album,spotify:album:6xhmQ9CwgYxj5NiTkNovbu,1,track,178
114,All Lips N' Hips,Electric Boys,spotify:track:0x2lW60JnKE0oLkUP8kq8C,0.561,0.927,7,-9.808,1,0.0586,0.0886,0.0133,0.343,0.11,93.209,264827,4,44.58498,7,1,90,False,2,1989-06-13,disc_number,10,album,spotify:album:5qWTVUXl8DrNUkqoarKl1q,1,track,1
115,There Will Never Be Another You,Lester Young,spotify:track:5uQkJU8FDt9srkxKfKRiBN,0.567,0.0341,0,-17.895,0,0.0525,0.989,0.326,0.0878,0.391,82.881,208469,4,26.36285,9,0,90,False,6,1997-01-01,disc_number,14,album,spotify:album:4LT6FAMWGSf3qpPn3Wdyh1,2,track,178
116,1969,Sisters of Mercy,spotify:track:5t3w2oRxvGqkzrz5m4fMMm,0.463,0.762,7,-7.587,1,0.033,8.95e-06,0.896,0.0748,0.849,98.556,165433,4,42.54899,6,0,90,False,4,1992-09-01,disc_number,24,album,spotify:album:5fdbQYbqTnCLNTibBdoerT,1,track,178
117,Fastlove,George Michael,spotify:track:6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,324667,4,40.88241,17,1,90,False,2,1996-05-13,disc_number,11,album,spotify:album:45evuVVrY9LzPez8geNEIF,1,track,178
118,Modess Punk Rock,Tequila Baby,spotify:track:1F0CxCWHKXDOZhHDCUDGBS,0.369,0.951,7,-9.43,1,0.0422,0.207,0.137,0.297,0.903,136.968,96052,4,44.28084,5,0,90,True,5,1996-02-02,disc_number,14,album,spotify:album:4ipZEn1c5e0MIOk7uc7rgh,1,track,0
119,Morning Broadway,Keith Mansfield,spotify:track:0laaEWjPcgAoEOcL8gIHJN,0.758,0.528,0,-10.094,1,0.0426,0.32,0.346,0.102,0.686,94.373,101133,4,17.67694,5,0,90,False,34,1997-05-13,disc_number,39,compilation,spotify:album:635BSaHDVn2DyjNfgomuYH,1,track,172
120,Happy Days,Silk,spotify:track:3a4UiW8cNqCZ6VANJSo1GJ,0.697,0.544,6,-8.879,1,0.0602,0.00185,0.0,0.223,0.526,94.303,318933,4,23.72117,13,1,90,False,2,1992,disc_number,10,album,spotify:album:1ujRHjYVLKXK7do7CnahUQ,1,track,178
121,O Sol Nascerá (A Sorrir),Cartola,spotify:track:4M2j1X47FwMozJrnJHnYNm,0.69,0.613,7,-11.531,1,0.0332,0.554,0.0,0.0673,0.919,100.937,97200,4,39.63801,5,0,90,False,2,1999-01-01,disc_number,20,album,spotify:album:0i9SwtLwZ8cOuH5qtkwTvT,1,track,176
122,No More Tears,Ozzy Osbourne,spotify:track:7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240,4,32.13953,17,1,90,False,5,1991-09-17,disc_number,13,album,spotify:album:6eh82ojicL8RSJF7GkYTh7,1,track,178
123,Bring The Pain,Method Man,spotify:track:3F3R4uyTMkX9jRCEVVmdz6,0.835,0.456,6,-10.195,0,0.266,0.38,0.00359,0.16,0.224,101.889,189760,4,42.58583,9,1,90,True,3,1994-11-15,disc_number,13,album,spotify:album:26RDYvX2sIuiEUhqVPkNaf,1,track,175
124,Pra Você Gostar de Mim,Vital Farias,spotify:track:6sCSDp0N4T8RQqWbepEuog,0.383,0.38,3,-11.156,1,0.0308,0.799,0.00164,0.171,0.539,139.827,259374,3,38.49459,13,0,90,False,6,1997-10-09,disc_number,10,album,spotify:album:3ZJFmSWf1xbLguMJ4yjtX9,1,track,0
125,Tryin' To Get Over You,Vince Gill,spotify:track:2rKtSHDkql7aZuWKUdSylq,0.578,0.371,2,-10.537,1,0.0283,0.632,1.75e-05,0.165,0.188,60.504,225627,4,48.10375,8,1,90,False,4,1992-01-01,disc_number,10,album,spotify:album:6sp6iOY2DhnS0UAUbdZMfS,1,track,178
126,The Chicken Cow,Wesley Willis,spotify:track:1sqcAOdbG8jjeKl4BzZk7k,0.649,0.473,6,-13.868,0,0.0428,0.0163,0.0,0.132,0.72,170.112,149000,4,14.16612,9,0,90,False,11,1995,disc_number,22,compilation,spotify:album:4Zt5GnqGEzomd4rKBr3cWR,1,track,173
127,Body and Soul,"Richard ""Groove"" Holmes",spotify:track:2KQp3rQtnuN9eDeIWJo6sr,0.487,0.112,1,-20.653,1,0.0408,0.935,0.691,0.279,0.244,97.312,563160,4,33.33574,21,0,90,False,3,1994,disc_number,11,compilation,spotify:album:4NFm9wSdAEZZdmeS4gzCIz,1,track,177
128,If Wishes Came True,Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,0.493,0.453,3,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,315160,4,41.10892,14,1,90,False,4,1990,disc_number,9,album,spotify:album:5qn1wxqcIjEQl36RM4ZHWR,1,track,178
129,Butterfly's Day Out,Mark O'Connor,spotify:track:5I4vGFmdKrwpiKw26VVk0m,0.393,0.0967,7,-21.738,1,0.0387,0.966,0.613,0.0662,0.354,111.92,282893,4,37.93064,14,0,90,False,4,1996,disc_number,23,album,spotify:album:0092LIMTKDQJagU1RYgmGn,3,track,176
130,Why Can't You Come Home,Ex-Girlfriend,spotify:track:7FT7qUTOQE4XO6PNZPE0av,0.777,0.47,7,-13.376,1,0.0412,0.00754,7.29e-05,0.0648,0.712,103.452,348600,4,88.2523,14,1,90,False,3,1991-10-05,disc_number,16,album,spotify:album:2lB8nTOWiXF5VLnQTgVBGj,1,track,178
131,Just Ideas - Instrumental,John McLaughlin,spotify:track:1wTSDiqaUwFLVMB5pOinSn,0.194,0.0486,4,-24.523,1,0.0394,0.846,0.82,0.19,0.0387,125.661,110333,5,66.29829,4,0,90,False,2,1993-01-01,disc_number,10,album,spotify:album:1m6zmuIkiKJQudE4B5kx5O,3,track,80
132,Influência Do Jazz,Tamba Trio,spotify:track:2rJl0ohtsAtnfmYfe7EJkp,0.559,0.594,8,-8.882,1,0.031,0.669,0.798,0.102,0.89,110.644,146667,4,18.26858,8,0,90,False,8,1997-01-01,disc_number,28,album,spotify:album:5UnLf1CFhvnEAjgnIKJZ95,1,track,178
133,Shoop,Salt-N-Pepa,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,248573,4,22.80835,11,1,90,False,7,1993-10-12,disc_number,13,album,spotify:album:2W2EmEpud13QHlhCFS9P8g,1,track,178
134,Improvisation #2,NRG Ensemble,spotify:track:22qFvidlRGLutT0JkZq0rc,0.572,0.326,9,-13.293,0,0.256,0.806,0.231,0.527,0.297,69.443,159573,4,101.12396,5,0,90,False,5,1997,disc_number,12,album,spotify:album:2BG2gCYqGq3RAFppbgj9rt,1,track,178
135,All Sons Of Bitches,George Clinton & The P-Funk All Stars,spotify:track:2PBTUAk1eOAodmkIeb59xT,0.817,0.815,6,-6.433,1,0.0377,0.0188,0.00235,0.239,0.852,110.054,284107,4,25.73506,12,0,90,False,9,1998,disc_number,14,album,spotify:album:317KZzamDvdqeDCzuQsEle,1,track,174
136,Fall Children,AFI,spotify:track:6KTXHrliiM0il8gq7AkQPC,0.213,0.988,4,-6.651,0,0.203,0.000187,1.19e-05,0.294,0.0572,159.071,192627,4,29.82099,7,0,90,False,1,1999-01-01,disc_number,4,single,spotify:album:1g3XMX2gmUF6zAwll0jqN6,1,track,177
137,E-Lectric - Live,S.P.O.C.K,spotify:track:7fKRSn8ItJAkDQn1NHlwkg,0.826,0.993,1,-8.976,1,0.105,0.159,5.08e-05,0.953,0.739,119.922,253467,4,37.11638,12,0,90,False,14,1997,disc_number,17,album,spotify:album:7dbmtaIZsDZpsSPfVSf6fJ,1,track,177
138,Everyone Falls In Love,Tanto Metro & Devonte,spotify:track:6nGwWIh0ATJqK9cXbLqDw8,0.754,0.702,10,-8.033,0,0.0429,0.0275,0.0,0.0619,0.736,95.998,228360,4,40.4018,13,1,90,False,1,1999-08-17,disc_number,14,album,spotify:album:3D9Ac8ZaUdpT75shinyjTY,1,track,177
139,You Won't Forget Me,La Bouche,spotify:track:5XeQ0rudxvqNA2mJmZBjBK,0.722,0.91,1,-4.135,1,0.032,0.0182,1.17e-06,0.0872,0.687,133.045,196347,4,23.02591,9,1,90,False,20,2003-03-28,disc_number,20,compilation,spotify:album:18INLUvzq7lcQUrdaqtgIN,1,track,178
140,Just Another Day,Jon Secada,spotify:track:5AoBNJQDXXEnIJGjJjZu3y,0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,327427,4,47.18748,14,1,90,False,1,1992-01-01,disc_number,12,album,spotify:album:1duV6ATgfQWMvjNyfHmxZL,1,track,177
141,Ram It Down,Judas Priest,spotify:track:3LsIuCbWHtl78X3nrTQl4O,0.309,0.983,2,-5.991,1,0.115,0.000809,0.00596,0.278,0.146,141.71,288520,4,21.30834,10,0,90,False,16,1993-04-28,disc_number,32,compilation,spotify:album:1ehArDgj0SoN588ZotEvKn,1,track,178
142,Suspicious (West Coast Experimental Pop Art Mix),Psychic TV,spotify:track:4As0uOWi3MhnuaKfkm2eC2,0.311,0.255,0,-17.118,1,0.0336,0.689,0.000645,0.119,0.182,96.419,446107,3,71.80261,15,0,90,False,10,1995,disc_number,11,album,spotify:album:23eFZiDoLfzmPdiISEqcqd,1,track,177
143,There Is No Failure In God,Rev. Milton Brunson,spotify:track:31XFi1borsBwar2sOSn66s,0.505,0.939,0,-10.737,1,0.0708,0.0395,0.0322,0.969,0.662,136.248,288332,4,33.58114,9,0,90,False,10,1996,disc_number,10,album,spotify:album:6vMW61KCvdsuPsRZwCBI19,2,track,178
144,Mariquita,Caifanes,spotify:track:4uBbIsDAYbZVLXWY0wAZrp,0.642,0.65,9,-9.647,0,0.0394,0.801,1.16e-06,0.106,0.881,155.226,116467,4,50.28586,6,0,90,False,14,1992-06-08,disc_number,14,album,spotify:album:1WrK98KVZxkTgMD3a9Kpnl,1,track,178
145,Ol' Man River,Bix Beiderbecke,spotify:track:03TEcM6nlUR7cwCeqBeAtL,0.638,0.163,3,-15.787,1,0.136,0.995,0.521,0.268,0.791,169.973,177800,4,39.56903,8,0,90,False,21,1990-09-25,disc_number,23,album,spotify:album:6H6RFxKpwAZLKGCDRlKrPJ,1,track,178
146,Metal Heart,Dimmu Borgir,spotify:track:5iQyl3tVzjcyIaTMN8X7AL,0.186,0.95,7,-4.895,1,0.0779,0.00426,0.0521,0.157,0.217,132.141,277400,4,46.71165,11,0,90,False,5,1998-07-13,disc_number,8,album,spotify:album:01oCdm0TFpTTFUWBcLswmV,1,track,0
147,Don't Cry for Me Argentina,Acker Bilk,spotify:track:2sTW3ndOfl5MnITIV6ueTC,0.321,0.246,0,-13.383,1,0.0316,0.968,0.837,0.135,0.25,85.161,226507,4,46.28706,11,0,90,False,2,1997-07-14,disc_number,18,album,spotify:album:6lX6EV1BJAoRwR3p6u7mS5,1,track,177
148,Devil Town,Daniel Johnston,spotify:track:2zc3Txxn5cL4gdXRmZOj07,0.582,0.0774,8,-13.6,1,0.423,0.967,0.0,0.286,0.314,122.725,64680,1,20.15825,3,0,90,False,1,1990-01-01,disc_number,12,album,spotify:album:7h4VPRS9s2IXwcLkeSekEb,1,track,0
149,Suck A Caribou's Ass,Wesley Willis,spotify:track:0sjpphWUG3aWzOfThaNIOv,0.525,0.801,7,-7.724,1,0.0314,0.000158,0.000354,0.216,0.663,160.536,144333,4,29.07379,9,0,90,False,11,1999,disc_number,22,compilation,spotify:album:5QRWy0208AMWn1OWNM5v9k,1,track,173
150,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,spotify:track:5AMvBCtX2rspUdoeJ9IsPN,0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.694,107.016,268453,4,55.1764,9,1,90,False,14,1999-11-16,disc_number,15,album,spotify:album:38ZO2nTo4L4PNtubKwtiAk,3,track,178
151,You're The Inspiration,Peter Cetera Featuring Az Yet,spotify:track:2ukfmf2Yup3nwpIyV8znKz,0.645,0.6,10,-7.605,1,0.0252,0.0834,0.0,0.0599,0.411,143.48,246880,4,42.81537,9,1,90,False,3,2005-01-04,disc_number,7,album,spotify:album:5nBlJ8wHXlZlzN51CxHkil,1,track,0
152,James Brown Is Dead,L.A. Style,spotify:track:5EEsZl9wCWtPHXoi9I9PY7,0.599,0.976,0,-7.649,0,0.0859,0.0013,0.787,0.383,0.501,130.724,344400,4,23.272,8,1,90,False,1,2010-11-05,disc_number,1,single,spotify:album:4pz0ozBafTLKaLCezi5zUB,1,track,177
153,Revolution Rock,Los Fabulosos Cadillacs,spotify:track:5RZK7quU1v0QaZYulNfw3G,0.549,0.915,0,-6.737,1,0.0669,0.0813,0.000316,0.0285,0.87,172.12,296040,4,36.52387,14,0,90,False,9,1998-04-05,disc_number,34,compilation,spotify:album:6irWyyxUTL2zKdRb0bxFsA,1,track,0
154,Last Kiss,Pearl Jam,spotify:track:0QnONzv3TvHAWk294h6DaQ,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467,4,62.63883,8,1,90,False,1,1999,disc_number,2,single,spotify:album:11BDZR6NRHwPiPy1WQr4Jf,1,track,178
155,Doctor Jazz,Jelly Roll Morton,spotify:track:5nLKblcZMpBLHZMSuemb48,0.752,0.481,3,-15.201,1,0.549,0.759,0.0,0.475,0.545,116.485,161333,4,63.83178,7,0,90,False,13,1992-01-01,disc_number,22,album,spotify:album:6uiGYTzA9Uh5UWJQSO2w5g,2,track,131
156,Angel,Jon Secada,spotify:track:543d68hZ4dzVePFfdVc0Ki,0.485,0.477,0,-8.948,1,0.0262,0.295,3.35e-05,0.202,0.134,151.704,275040,4,38.21205,15,1,90,False,3,1992-01-01,disc_number,12,album,spotify:album:1duV6ATgfQWMvjNyfHmxZL,1,track,177
157,Sleeping With You,Firehouse,spotify:track:5M3ZwYKhBoAKgTqebp4BBi,0.584,0.815,3,-8.151,1,0.0325,6.45e-05,0.0367,0.214,0.705,120.799,230733,4,18.97944,13,1,90,False,3,1992-03-31,disc_number,12,album,spotify:album:5XUrP0lz9D0I8qkly4uvQy,1,track,178
158,Step By Step,New Kids On The Block,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,267293,4,46.14574,13,1,90,False,1,1990-06-04,disc_number,12,album,spotify:album:4dCdnfD0shXGuHtyTOtx8q,1,track,178
159,The Time Has Come (Pikachu's Goodbye),Pokémon,spotify:track:6jOy7e1JqskcFqu73qp4BF,0.346,0.332,0,-8.017,1,0.036,0.582,0.0,0.0661,0.225,199.903,185507,4,40.60168,12,0,90,False,7,1999-06-29,disc_number,13,album,spotify:album:4R0boGQyiCUt3i7pAKCitR,1,track,178
160,Rhythm Of My Heart,Rod Stewart,spotify:track:6pceknxOgA22HKs99yPEm1,0.582,0.54,1,-11.021,1,0.0321,0.0621,0.0,0.178,0.433,94.955,254867,4,21.41833,12,1,90,False,1,1991,disc_number,16,album,spotify:album:3jBeiXLyZM4kxbHLEJwtYt,1,track,178
161,Gett Off,Prince And The N.P.G.,spotify:track:0wFkjAM4VVoepQdYB6kl4U,0.655,0.628,10,-11.407,0,0.0946,0.00448,0.000732,0.29,0.603,99.841,271667,4,22.58898,10,1,90,False,7,1991-10-01,disc_number,13,album,spotify:album:0qcgEPOg67XnxGizdAAcGa,2,track,0
162,Anti-Manifesto,Propagandhi,spotify:track:5pC1EmGL0mLkqZblnEe1hH,0.349,0.969,7,-4.621,1,0.114,0.000793,0.00344,0.117,0.629,114.994,214920,4,29.72272,8,0,90,False,1,1993-05-31,disc_number,19,album,spotify:album:0MCiMfs35PPI4WFypTpsrK,1,track,177
163,Kickin' the Can,Parachute Express,spotify:track:643QEhYNnc5pk7x4TIJUGX,0.676,0.238,7,-17.598,1,0.0318,0.531,0.000838,0.338,0.921,95.887,143560,4,59.33117,7,0,90,False,1,1998-09-30,disc_number,12,album,spotify:album:2uSEzsfvDuz7ZVTI1ipyaG,1,track,178
164,John Jacob Jingleheimer Schmidt,Music For Little People Choir,spotify:track:5qJL8qRMjEnlQwIxt2g24M,0.66,0.297,2,-14.859,1,0.118,0.56,3.42e-06,0.178,0.96,138.422,108507,4,23.77179,7,0,90,False,2,1998-01-01,disc_number,20,album,spotify:album:5L4DYxlj5XlHW1jnk0NWX1,1,track,178
165,Color Me Once,Violent Femmes,spotify:track:2kyjRBPLjeFn3JMzMtykxf,0.689,0.512,2,-8.782,0,0.0354,0.636,0.00255,0.103,0.365,118.843,251707,4,35.27758,15,0,90,False,6,1994-03-25,disc_number,14,compilation,spotify:album:3y7Mwv7UqhABQqsGlzSL6n,1,track,178
166,We've Got It Goin' On,Backstreet Boys,spotify:track:2rtDTRFjBoqyj2rgi5mOAF,0.758,0.875,3,-4.518,0,0.0363,0.0851,0.0,0.227,0.91,112.966,219467,4,25.03803,7,1,90,False,1,1996,disc_number,12,album,spotify:album:0wvQovgaVU99eqw8n3g22S,1,track,1
167,MMMBop,Hanson,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4,21.37213,12,1,90,False,2,1997-01-01,disc_number,13,album,spotify:album:3StpQT9Qd87FSeWeQAdg1h,1,track,177
168,Arcana,Edgard Varèse,spotify:track:1Pgw7E5CIs8aZGJ9pqRBak,0.264,0.365,3,-16.909,0,0.0749,0.694,0.651,0.169,0.0547,140.266,1110240,4,17.87218,47,0,90,False,6,1994-01-01,disc_number,6,album,spotify:album:7fA8KqNhbPnvRPP0HDVmQh,3,track,165
169,Não Transo Mais (Parte 1),Made In Brazil,spotify:track:2kWO6D5F9R0lQbqfmtTVGA,0.356,0.879,9,-7.415,1,0.0539,0.00441,2.9e-06,0.377,0.758,172.554,149133,4,22.95385,7,0,90,False,8,1998-12-21,disc_number,26,album,spotify:album:5orJl1DTacVLBAa1yoaI2A,1,track,178
